full_text,casefolding
Kementerian UMKM Dorong Pengusaha Madu Lokal Masuk Rantai Pasok Program MBG https://t.co/XANRHfZWxW,kementerian umkm dorong pengusaha madu lokal masuk rantai pasok program mbg https://t.co/xanrhfzwxw
mbg sehat https://t.co/IwbXbdWIL5,mbg sehat https://t.co/iwbxbdwil5
We blame 02 voters for this. Gegara dana mbg gajelas itu jd banyak anggaran dipotong,we blame 02 voters for this. gegara dana mbg gajelas itu jd banyak anggaran dipotong
tepat bgt kebijakan ini pak! Kebersihan penting biar ga ada lagi kasus keracunan MBG https://t.co/iHEr1esHhf,tepat bgt kebijakan ini pak! kebersihan penting biar ga ada lagi kasus keracunan mbg https://t.co/iher1eshhf
@JOHNNYSUHarts budget udah abis buat beli akun. bisa tolong lepas aja ga? nanti dibayar pake MBG.,@johnnysuharts budget udah abis buat beli akun. bisa tolong lepas aja ga? nanti dibayar pake mbg.
@FFOODFESS Ini MBG nder?,@ffoodfess ini mbg nder?
@comstelation Ini tuh mbg versi makanan keringnya ga sih? Adekku sekolah 5 hari nah khusus hari jum'at itu ada double dikasihnya yang pertama jam 10an dikasih nasi lauk dll seperti biasa nah jam 12 an baru dikasih keringan gini ada roti susu sama buah dan itu dibawa pulang biasanya.,@comstelation ini tuh mbg versi makanan keringnya ga sih? adekku sekolah 5 hari nah khusus hari jum'at itu ada double dikasihnya yang pertama jam 10an dikasih nasi lauk dll seperti biasa nah jam 12 an baru dikasih keringan gini ada roti susu sama buah dan itu dibawa pulang biasanya.
@MurtadhaOne1 .. biarkan pejabat buka mulut krena mreka perlu makan enakk &amp; kenyang smpai musibah datang jemput mereka &amp; kelurganya...pjbat MBG lupa ada mata dari langit pantau kelicikan &amp; kejahatan mreka..!!,@murtadhaone1 .. biarkan pejabat buka mulut krena mreka perlu makan enakk &amp; kenyang smpai musibah datang jemput mereka &amp; kelurganya...pjbat mbg lupa ada mata dari langit pantau kelicikan &amp; kejahatan mreka..!!
@ArissaVanta Malah nyobain MBG ,@arissavanta malah nyobain mbg 
@salam4jari @MBG_Watch Niat baik kayak MBG gak boleh kandas cuma karena kesalahan teknis. Yuk bantu awasi bareng-bareng! #LanjutkanMBG,@salam4jari @mbg_watch niat baik kayak mbg gak boleh kandas cuma karena kesalahan teknis. yuk bantu awasi bareng-bareng! #lanjutkanmbg
Anak-anak di wilayah 3T seringkali kekurangan akses ke makanan bergizi. MBG hadir sebagai solusi memberikan mereka kesempatan yang sama untuk mendapatkan nutrisi yang cukup. Mari dukung perbaikan bukan penghentian! #LanjutkanMBG BAMBAM AMANDA MANOPO KENNY AUSTIN manekin Jumat https://t.co/a9HPXjvQsc,anak-anak di wilayah 3t seringkali kekurangan akses ke makanan bergizi. mbg hadir sebagai solusi memberikan mereka kesempatan yang sama untuk mendapatkan nutrisi yang cukup. mari dukung perbaikan bukan penghentian! #lanjutkanmbg bambam amanda manopo kenny austin manekin jumat https://t.co/a9hpxjvqsc
Anak-anak di wilayah 3T seringkali kekurangan akses ke makanan bergizi. MBG hadir sebagai solusi memberikan mereka kesempatan yang sama untuk mendapatkan nutrisi yang cukup. Mari dukung perbaikan bukan penghentian! #LanjutkanMBG Amanda Manopo Kenny Austin #Digimon #يوم_الجمعة https://t.co/7QlwaSTZjC,anak-anak di wilayah 3t seringkali kekurangan akses ke makanan bergizi. mbg hadir sebagai solusi memberikan mereka kesempatan yang sama untuk mendapatkan nutrisi yang cukup. mari dukung perbaikan bukan penghentian! #lanjutkanmbg amanda manopo kenny austin #digimon #يوم_الجمعة https://t.co/7qlwastzjc
@Izzadin_Sabani @tempodotco Bego lu tu mbg ada juga ngambil dari alokasi pendidikan lu suruh mulyono,@izzadin_sabani @tempodotco bego lu tu mbg ada juga ngambil dari alokasi pendidikan lu suruh mulyono
@tanyakanrl mbg mantap https://t.co/0zWzxiIsEq,@tanyakanrl mbg mantap https://t.co/0zwzxiiseq
Wkwkw ngeliat profil ig orang ifsr trus di bionya ada Preparing HKS sukses deh masukin essay trg MBG lo itu,wkwkw ngeliat profil ig orang ifsr trus di bionya ada preparing hks sukses deh masukin essay trg mbg lo itu
@DS_yantie Hidup MBG. MBG Proyek Sampah,@ds_yantie hidup mbg. mbg proyek sampah
dia masih lanjutin itu program mbg ya emg buat bagi bagi proyek aja buat orang orangnya dia. ewh banget kalo lagi pidato berasa si paling nasionalis si paling negarawan,dia masih lanjutin itu program mbg ya emg buat bagi bagi proyek aja buat orang orangnya dia. ewh banget kalo lagi pidato berasa si paling nasionalis si paling negarawan
Semestinya jor-joran pengembangan SDM eh malah diracuni anak didik kita dgn program konyol MBG.,semestinya jor-joran pengembangan sdm eh malah diracuni anak didik kita dgn program konyol mbg.
itu duit apbn setiap hari daripada anggaran sebegitu banyak buat mbg mending pemerataan pendidikan dulu di SEMUA DAERAH INDONESIA. yg di daerah terutama masih timpang banget loh jangankan sekolah layak akses mereka buat ke sekolah aja susah. harusnya poin itu dulu yg dibenerin,itu duit apbn setiap hari daripada anggaran sebegitu banyak buat mbg mending pemerataan pendidikan dulu di semua daerah indonesia. yg di daerah terutama masih timpang banget loh jangankan sekolah layak akses mereka buat ke sekolah aja susah. harusnya poin itu dulu yg dibenerin
@davinnhayes Cocok Iki disanding dgn mbg,@davinnhayes cocok iki disanding dgn mbg
@tanyakanrl pap mbg dari pak guruuww https://t.co/JuZbiMqTKf,@tanyakanrl pap mbg dari pak guruuww https://t.co/juzbimqtkf
si prabowo ngusulin mbg dengan ngeliat negara maju tuh udah ngelewatin step yg seharusnya dilakukan dulu. negara maju ada makan bergizi di sekolah ya krn pendidikannya udh merata. lah ini di Indonesia akses pendidikan masih susah banyak kurangnya malah langsung lompat ke MBG https://t.co/PXJzkvo9sf,si prabowo ngusulin mbg dengan ngeliat negara maju tuh udah ngelewatin step yg seharusnya dilakukan dulu. negara maju ada makan bergizi di sekolah ya krn pendidikannya udh merata. lah ini di indonesia akses pendidikan masih susah banyak kurangnya malah langsung lompat ke mbg https://t.co/pxjzkvo9sf
@ceroDUSTY enak jer mbg nya ,@cerodusty enak jer mbg nya 
Mbg mamah https://t.co/JWZfkZpOMB,mbg mamah https://t.co/jwzfkzpomb
wah bener banget pak Gub! Peran kita penting biar kejadian ga keulang lagi. Semangat terus bersihin MBG https://t.co/VPDhfbKoVG,wah bener banget pak gub! peran kita penting biar kejadian ga keulang lagi. semangat terus bersihin mbg https://t.co/vpdhfbkovg
Barusan lihat story kawan yg seorang guru ini semua pejabat pemerintahan apa gak malu lihat ini? Gaji guru udah kecil tapi mereka masih mau keluarin jasa dan uang pribadi untuk hal kayak gini yg mana itu adalah tanggung jawab negara! seharusnya pendidikan no 1 bukan MBG https://t.co/3QuMsVlf01,barusan lihat story kawan yg seorang guru ini semua pejabat pemerintahan apa gak malu lihat ini? gaji guru udah kecil tapi mereka masih mau keluarin jasa dan uang pribadi untuk hal kayak gini yg mana itu adalah tanggung jawab negara! seharusnya pendidikan no 1 bukan mbg https://t.co/3qumsvlf01
setuju bgt pencegahan itu penting. Semangat terus Pak Gub buat tangani masalah MBG ini https://t.co/M1vKrpaH2y,setuju bgt pencegahan itu penting. semangat terus pak gub buat tangani masalah mbg ini https://t.co/m1vkrpah2y
@gejjow_ jgn ya mbg hanya untuk dedek2 remaja,@gejjow_ jgn ya mbg hanya untuk dedek2 remaja
setuju Banget pak gubernur! Penyedia MBG wajib siapin pembersih biar gak ada keracunan lagi https://t.co/J9ZkmrGwF9,setuju banget pak gubernur! penyedia mbg wajib siapin pembersih biar gak ada keracunan lagi https://t.co/j9zkmrgwf9
Tapi klo soal MBG kayaknya sulit ya Allah ,tapi klo soal mbg kayaknya sulit ya allah 
Ketua LP2K Jawa Tengah Abdun Mufid mendesak pemerintah untuk menangani akar permasalahan kasus keracunan dalam program Makanan Bergizi Gratis (MBG) bukan justru mengalihkan isu dengan alasan seperti ketidakterbiasaan anak-anak mengonsumsi menu seperti susu dan spageti. Baca https://t.co/IuHrtt3JMt,ketua lp2k jawa tengah abdun mufid mendesak pemerintah untuk menangani akar permasalahan kasus keracunan dalam program makanan bergizi gratis (mbg) bukan justru mengalihkan isu dengan alasan seperti ketidakterbiasaan anak-anak mengonsumsi menu seperti susu dan spageti. baca https://t.co/iuhrtt3jmt
@tempodotco Terserah lah MBG ,@tempodotco terserah lah mbg 
@lilybunga10 @tempodotco Jangan dihukum mati dulu pak itu pejabat tolol disuruh makan mbg sama udang tiap hari mau ga?,@lilybunga10 @tempodotco jangan dihukum mati dulu pak itu pejabat tolol disuruh makan mbg sama udang tiap hari mau ga?
@BudiDimedjo @DS_yantie @bebek7415975944 @f_fathur awalnya gebrak2 meja akhirnya jua; MBG,@budidimedjo @ds_yantie @bebek7415975944 @f_fathur awalnya gebrak2 meja akhirnya jua; mbg
@tempodotco ini agak oot tapi ngomong² soal MBG mau share juga ini MBG utk balita di RT ku dapetnya harusnya hari Rabu Kamis dan Jumat tapi 3 hari itu dirapel jadi satu di hari Rabu. jadi bisa dibilang ini MBG Balita utk 3 hari https://t.co/fq4BVe0hyU,@tempodotco ini agak oot tapi ngomong² soal mbg mau share juga ini mbg utk balita di rt ku dapetnya harusnya hari rabu kamis dan jumat tapi 3 hari itu dirapel jadi satu di hari rabu. jadi bisa dibilang ini mbg balita utk 3 hari https://t.co/fq4bve0hyu
@SUARAKRISTEN1 @Metro_TV @KPK_RI Berdasarkan sumber terverifikasi penutupan SPPG di Polman karena keterlambatan pengajuan proposal dana ke BGN bukan pengurangan anggaran. Untuk keracunan MBG Kemenkes catat 11.660 kasus hingga Oktober 2025 disebabkan masalah higiene dan pengolahan. Ada desakan investigasi ,@suarakristen1 @metro_tv @kpk_ri berdasarkan sumber terverifikasi penutupan sppg di polman karena keterlambatan pengajuan proposal dana ke bgn bukan pengurangan anggaran. untuk keracunan mbg kemenkes catat 11.660 kasus hingga oktober 2025 disebabkan masalah higiene dan pengolahan. ada desakan investigasi 
ak gx join tp bleh dpt mbg nya nda,ak gx join tp bleh dpt mbg nya nda
@aniesbaswedan Udah banyak lapangan kerja yg diciptakan pa prabowo tuh mbg banyak nyerap lapangan kerja.,@aniesbaswedan udah banyak lapangan kerja yg diciptakan pa prabowo tuh mbg banyak nyerap lapangan kerja.
Misal menune MBG kui sko Adem Ayem mesti manteb,misal menune mbg kui sko adem ayem mesti manteb
Pemprov Jateng Buka Hotline Aduan Keracunan Menu MBG Catat Nomornya! https://t.co/p5KBWQ9VoJ,pemprov jateng buka hotline aduan keracunan menu mbg catat nomornya! https://t.co/p5kbwq9voj
@kenhans03 MBG itu bukan proyek biasa ini soal masa depan anak bangsa. Harus diperbaiki bukan dihentikan. #LanjutkanMBG,@kenhans03 mbg itu bukan proyek biasa ini soal masa depan anak bangsa. harus diperbaiki bukan dihentikan. #lanjutkanmbg
@dizzz47 MUKANYA ITU LOHHH MUKA SEGER ABIS MANDI DAN BAU UANGNYA KECIUM DARI 1 KILOMETER FIKS KITA BUTUH PROGRAM 1 RUMAH 1 P'TLE BUKAN MBG @.PRABOWO @.FUFUFAFA,@dizzz47 mukanya itu lohhh muka seger abis mandi dan bau uangnya kecium dari 1 kilometer fiks kita butuh program 1 rumah 1 p'tle bukan mbg @.prabowo @.fufufafa
@Malangraya_info Insiden di Malang jadi pengingat pentingnya kontrol bahan pangan. Menu MBG ditarik sementara bukan dihentikan total. Langkah sigap demi jaga kepercayaan publik. #LanjutkanMBG,@malangraya_info insiden di malang jadi pengingat pentingnya kontrol bahan pangan. menu mbg ditarik sementara bukan dihentikan total. langkah sigap demi jaga kepercayaan publik. #lanjutkanmbg
@davinnhayes suroso vs mbg sucipto,@davinnhayes suroso vs mbg sucipto
@Thatsunshineboi Bisa buat MBG gak kak,@thatsunshineboi bisa buat mbg gak kak
Duh bukan masalah chef profesionalnya tapi ini yang keracunan MBG udah banyak &amp; gaada urgenitas,duh bukan masalah chef profesionalnya tapi ini yang keracunan mbg udah banyak &amp; gaada urgenitas
Rockefeller Foundation Apresiasi Inovasi Polri Di Program MBG Baca di : https://t.co/HhNzFEm2iB https://t.co/5aVWzHOzbI,rockefeller foundation apresiasi inovasi polri di program mbg baca di : https://t.co/hhnzfem2ib https://t.co/5avwzhozbi
@rreadresistance Isu keracunan MBG lagi ramai tapi perlu diingat: Banyak laporan masih tahap verifikasi Sebagian besar bukan akibat makanan MBG langsung Pemerintah dan BGN sudah turun langsung cek lapangan. #LanjutkanMBG,@rreadresistance isu keracunan mbg lagi ramai tapi perlu diingat: banyak laporan masih tahap verifikasi sebagian besar bukan akibat makanan mbg langsung pemerintah dan bgn sudah turun langsung cek lapangan. #lanjutkanmbg
Mirip si Nganu Si Raja Tipu.. https://t.co/eRWOXx5oKs,mirip si nganu si raja tipu.. https://t.co/erwoxx5oks
@unakpatapim @woonhakukus @raspberrei_ @oon_wluk @woonhaktegal @DPR_RI tapi mbg nya udah distop sama boarding ak kemaren banyak yg keracunan,@unakpatapim @woonhakukus @raspberrei_ @oon_wluk @woonhaktegal @dpr_ri tapi mbg nya udah distop sama boarding ak kemaren banyak yg keracunan
@koridor9daily MBG begini pas pemilu gwe udah jadi bujjer nya,@koridor9daily mbg begini pas pemilu gwe udah jadi bujjer nya
hmm padahal udh yakin dietnya berhasil karena dr pagi cm makan mbg naskun la kok roti o nina rasa kopjay amk mengetok pintu lambung ku,hmm padahal udh yakin dietnya berhasil karena dr pagi cm makan mbg naskun la kok roti o nina rasa kopjay amk mengetok pintu lambung ku
resolusi jitu Pak Muhidin antisipasi keracunan MBG! Dukung terus kebijakannya https://t.co/0ANR29nGk5,resolusi jitu pak muhidin antisipasi keracunan mbg! dukung terus kebijakannya https://t.co/0anr29ngk5
Lagi scrolling liat berita seorang ibu di NTT yang lahiran di pinggir jalan krn jalan rusak terus di bawahnya berita MBG. Miris amaaat miris se miris mirisnya,lagi scrolling liat berita seorang ibu di ntt yang lahiran di pinggir jalan krn jalan rusak terus di bawahnya berita mbg. miris amaaat miris se miris mirisnya
@DS_yantie Yg penting MBG,@ds_yantie yg penting mbg
setelah mbg beracun udang radioaktif bensin etanol nambah lagi barang tidak layak di negara ini jangan2 kita ini memang gak layak untuk jadi negara https://t.co/eEmVbDHhs1,setelah mbg beracun udang radioaktif bensin etanol nambah lagi barang tidak layak di negara ini jangan2 kita ini memang gak layak untuk jadi negara https://t.co/eemvbdhhs1
@CNNIndonesia Kita ini memang negara yang besar tiada hari tanpa keracunan MBG. Udah tau makan beracun gratis tapi tetap dimakan.,@cnnindonesia kita ini memang negara yang besar tiada hari tanpa keracunan mbg. udah tau makan beracun gratis tapi tetap dimakan.
@unakpatapim @sycosai_ @raspberrei_ @oon_wluk @woonhaktegal @DPR_RI EH BOARDING DI DAERAH KU ADA MBG TAU,@unakpatapim @sycosai_ @raspberrei_ @oon_wluk @woonhaktegal @dpr_ri eh boarding di daerah ku ada mbg tau
@Michigan409 @multibank_io mbg bringing real institutions into web3,@michigan409 @multibank_io mbg bringing real institutions into web3
..lebih darurat mana sih mbg dibanding ini? @prabowo @Gerindra,..lebih darurat mana sih mbg dibanding ini? @prabowo @gerindra
bener kata pak Gub mencegah lebih baik. Pembersihan rutin MBG emang penting https://t.co/tElGaf44RG,bener kata pak gub mencegah lebih baik. pembersihan rutin mbg emang penting https://t.co/telgaf44rg
@koridor9daily terlalu enak kalo ini dijadiin MBG,@koridor9daily terlalu enak kalo ini dijadiin mbg
@Koridor3FTJ Menu MBG?,@koridor3ftj menu mbg?
Semangat anak-anak penerima MBG adalah energi untuk terus melangkah memperbaiki dan memperkuat program demi Indonesia yang lebih sehat #LanjutkanMBG Amanda Manopo Malam Jumat #GalaxyCreatorLand Menuju Pelaminan https://t.co/jm2qYjoXoJ,semangat anak-anak penerima mbg adalah energi untuk terus melangkah memperbaiki dan memperkuat program demi indonesia yang lebih sehat #lanjutkanmbg amanda manopo malam jumat #galaxycreatorland menuju pelaminan https://t.co/jm2qyjoxoj
@hiarckuniverse anu diminta memberantas mafia mbg dan menyemplungkan mereka ke lubang pipis buaya,@hiarckuniverse anu diminta memberantas mafia mbg dan menyemplungkan mereka ke lubang pipis buaya
@sycosai_ @woonhakukus @raspberrei_ @oon_wluk @woonhaktegal @DPR_RI suruh adain mbg di boarding,@sycosai_ @woonhakukus @raspberrei_ @oon_wluk @woonhaktegal @dpr_ri suruh adain mbg di boarding
@uzhiefreedom Real MBG untuk kuli ini mah tinggal uangnya beliin naspad porsi jumbo,@uzhiefreedom real mbg untuk kuli ini mah tinggal uangnya beliin naspad porsi jumbo
mbg by chef juna,mbg by chef juna
@DS_yantie BGN udah buktiin mereka tanggap tiap masalah langsung direspons. Transparansi gini harusnya didukung dan dukung perbaikan MBG yang terus dilakukan oleh BGN #LanjutkanMBG,@ds_yantie bgn udah buktiin mereka tanggap tiap masalah langsung direspons. transparansi gini harusnya didukung dan dukung perbaikan mbg yang terus dilakukan oleh bgn #lanjutkanmbg
@asep_berlian837 betul tuh byk banget bajernya duit MBG juga utk bayarin bajer ternyata,@asep_berlian837 betul tuh byk banget bajernya duit mbg juga utk bayarin bajer ternyata
@irvanhifa @shionisblue Okay let's just see this sih Aku kayanya bakal tetap kawal issue ini Aku ngerti about radiation levelnya tapi sekecil apapun tetap bahaya juga Ya semoga either destroyed dan ngeri sih kalau jadi bahan MBG,@irvanhifa @shionisblue okay let's just see this sih aku kayanya bakal tetap kawal issue ini aku ngerti about radiation levelnya tapi sekecil apapun tetap bahaya juga ya semoga either destroyed dan ngeri sih kalau jadi bahan mbg
@tempodotco Cocok buat menu mbg,@tempodotco cocok buat menu mbg
Setiap tangan yang bekerja di balik MBG adalah pahlawan tanpa tanda jasa memastikan gizi terbaik sampai pada anak-anak yang membutuhkan #LanjutkanMBG Amanda Manopo Malam Jumat #GalaxyCreatorLand Menuju Pelaminan https://t.co/DnUCfGsg8N,setiap tangan yang bekerja di balik mbg adalah pahlawan tanpa tanda jasa memastikan gizi terbaik sampai pada anak-anak yang membutuhkan #lanjutkanmbg amanda manopo malam jumat #galaxycreatorland menuju pelaminan https://t.co/dnucfgsg8n
@Izzadin_Sabani @tempodotco gimana kl kcic yg bayar mulyono &amp; orang2nya trs mbg distop uangnya buat industrialisasi pembangunan daerah transportasi umum yg merata trs sektor2 yg penting macem pendidikan dan kesehatan? hehe,@izzadin_sabani @tempodotco gimana kl kcic yg bayar mulyono &amp; orang2nya trs mbg distop uangnya buat industrialisasi pembangunan daerah transportasi umum yg merata trs sektor2 yg penting macem pendidikan dan kesehatan? hehe
Anak-anak adalah masa depan bangsa dan MBG menjadi bukti nyata bahwa negara hadir memastikan generasi penerus tumbuh sehat dan kuat #LanjutkanMBG Amanda Manopo Malam Jumat #GalaxyCreatorLand Menuju Pelaminan https://t.co/xzwc9WX7zu,anak-anak adalah masa depan bangsa dan mbg menjadi bukti nyata bahwa negara hadir memastikan generasi penerus tumbuh sehat dan kuat #lanjutkanmbg amanda manopo malam jumat #galaxycreatorland menuju pelaminan https://t.co/xzwc9wx7zu
